urls
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000310047200025
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000582936100011
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000294242600069
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000477076000014
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000511328200034
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000503765300032
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000468832200015
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000462654300011
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000459474300009
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000444811200006
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000445814400018
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000395874700005
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000378390300014
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000359455100012
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000325643500039
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000240775200014
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000378390300026
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000302810800025
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000356865500069
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000315411200038
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000424465500052
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000430538300018
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000526930200029
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000543298000038
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000565206400015
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000576788300005
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000332470000045
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000299504200053
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000475699900015
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000471136900048
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000464280500018
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000413526200040
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000411762600045
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000454383400063
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000599190300105
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000262002900011
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000353177100034
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000269313500051
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000477787200045
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000245208100028
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000473116000061
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000405158900010
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000243483400008
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000281296700031
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000459367300073
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000465644300026
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000516667200020
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000356317500012
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000360321100023
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000283403200059
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000504953500059
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000323241200028
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000321541800056
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000333435500047
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000543715100046
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000526300600044
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000501486700122
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000614064400011
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000378584600014
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000249326300033
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000529190300076
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000259871500032
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000606842300015
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000401402800022
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000373748000058
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000243789400040
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000494799900091
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000613252500001
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000548622300004
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000451158000015
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000552882000003
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000498811300012
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000445306600025
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000541730500006
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000417657600049
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000265509700019
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000358514400019
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000276327300022
https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000298059600028
